probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,probe_gene,tumor
4.03430315675829,5.60022202129007,3.83677047507415,4.08430164901908,4.37004424947689,5.73510933020547,6.03944307990903,7.55558541450763,3.48191493211145,2.8796297157197,3.40032035277931,3.37250433221622,5.51611030413525,4.081285504653,5.53293158593919,4.76853332316504,5.85426849351526,4.93119243433062,7.37099553782744,5.49772716088848,3.4119558745078,6.78276368094843,2.8340984766689,4.00258944641631,4.99399994307927,5.91219264615715,3.76828338242883,6.8746351649201,6.35452473492493,5.99576099371053,4.14579563142283,7.45355447356389,5.52565564066312,4.90216476445721,6.19136200085098,4.04335744477509,6.45771107644901,6.05642237988519,2.70347138448015,6.91654988624769,2.57535527405192,6.22079238638318,5.17916665062892,4.24516606961037,5.1246230816157,8.76356809026787,4.38790349893734,4.24537761961324,6.04731724071169,4.55613406822236,3.16208533537443,4.68941686637301,5.12061401882078,6.90725087594098,6.36199786582438,5.37105222791735,2.15976479098353,8.08059369109222,5.14591879647721,2.41896029524384,6.45174855357488,3.4120195785672,3.33567324159981,4.20086064816784,3.45708303322507,5.66767121725512,6.56358490850711,6.42040569440984,7.10564659411347,6.60632031441145,6.02406139509064,3.93851329492176,3.39529620746815,4.02375016096662,7.05380125360124,5.84639144551633,7.66572285815816,4.46216660419829,2.41464679064748,2.16661053196693,6.66197573887023,5.26057076564861,6.42258606143725,3.85526058715378,6.58332800968006,5.28147353087917,5.12974722497548,3.46727109477038,6.36265696447219,4.75687427990574,4.96726049604236,8.64393838098404,7.23611088056177,7.08054943529576,8.62518284773663,6.24473042432784,8.13003488290017,2.52368609733324,5.84275964589707,4.85876940186739,4.50467349888992,1
4.03430315675829,5.60022202129007,3.83677047507415,4.08430164901908,4.37004424947689,5.73510933020547,6.03944307990903,7.55558541450763,3.48191493211145,2.8796297157197,3.40032035277931,3.37250433221622,5.51611030413525,4.081285504653,5.53293158593919,4.76853332316504,5.85426849351526,4.93119243433062,7.37099553782744,5.49772716088848,3.4119558745078,6.78276368094843,2.8340984766689,4.00258944641631,4.99399994307927,5.91219264615715,3.76828338242883,6.8746351649201,6.35452473492493,5.99576099371053,4.14579563142283,7.45355447356389,5.52565564066312,4.90216476445721,6.19136200085098,4.04335744477509,6.45771107644901,6.05642237988519,2.70347138448015,6.91654988624769,2.57535527405192,6.22079238638318,5.17916665062892,4.24516606961037,5.1246230816157,8.76356809026787,4.38790349893734,4.24537761961324,6.04731724071169,4.55613406822236,3.16208533537443,4.68941686637301,5.12061401882078,6.90725087594098,6.36199786582438,5.37105222791735,2.15976479098353,8.08059369109222,5.14591879647721,2.41896029524384,6.45174855357488,3.4120195785672,3.33567324159981,4.20086064816784,3.45708303322507,5.66767121725512,6.56358490850711,6.42040569440984,7.10564659411347,6.60632031441145,6.02406139509064,3.93851329492176,3.39529620746815,4.02375016096662,7.05380125360124,5.84639144551633,7.66572285815816,4.46216660419829,2.41464679064748,2.16661053196693,6.66197573887023,5.26057076564861,6.42258606143725,3.85526058715378,6.58332800968006,5.28147353087917,5.12974722497548,3.46727109477038,6.36265696447219,4.75687427990574,4.96726049604236,8.64393838098404,7.23611088056177,7.08054943529576,8.62518284773663,6.24473042432784,8.13003488290017,2.52368609733324,5.84275964589707,4.85876940186739,4.50467349888992,0
4.4338130356078,3.61181599770741,4.01141970156786,4.56090739381525,4.11555713265401,5.30903610716257,5.40998908662794,6.86271931062154,4.60235120800789,3.03617468316792,3.54137966890418,3.21484286703268,4.47232871084493,4.4135192740427,5.50934051098969,4.70256253563849,5.41214519177438,4.6346006681944,6.84072044390331,5.05892801986645,3.82200020319692,6.2671003992197,2.84236405624214,4.33295414901375,4.9728097297692,3.2144189008603,3.91060857016444,6.1188648084053,5.25219142732604,6.12435239313401,5.02222151830866,7.45205245545321,5.1106599573053,4.97562584941995,6.51056359444874,4.03564625457085,6.01039626899764,5.65253940043575,2.69187840140196,5.91468388660747,3.12189927059261,6.77387130591573,5.05214877717216,3.96677524569589,4.55998695218351,8.79180064200156,4.40116762888986,2.53165687392399,5.56645303669464,3.87117744548225,3.29299471047169,3.82988142963099,5.18241010081151,6.16100045896062,3.87597027925534,4.68644308615363,3.08932363878479,6.67104478052925,4.73151196382791,2.64897755196285,6.52300258235728,3.74235737466497,3.33308546787529,5.08061479784501,4.34025672491745,4.68036971714707,6.70783019128109,5.72842720081604,7.24070678393676,4.84565476752973,5.13332487812404,4.32559260812556,3.52194643959684,3.44043401214073,6.68057053927042,4.97770217432243,8.14096062754753,4.73347965518798,2.78800615127713,2.46520577059507,6.73909987166069,4.69168693797345,6.84712836984792,2.54973358180555,6.02687897429064,5.81848428383857,4.08527234001707,3.98522803162152,6.98987305037408,5.05480924185921,5.16209515004394,8.25924826706506,6.96471260010538,7.08319703093653,8.94223341984231,4.87672221921529,6.69159110069001,2.46662165632978,5.80626844773215,5.20582041104931,5.41711759625525,1
4.22815680024387,5.75445402768842,3.31808455688865,3.62334151237001,4.10640511941013,5.65009473587117,6.91951369753523,7.75168765779518,3.21463640776739,4.80306250470423,3.50598906104011,3.01208599017263,5.88677240135237,4.13382206632388,5.23916983621989,4.84813834830722,5.81035387340639,4.91253339893926,7.49241723488386,5.11959983792535,5.31344809946234,6.75539474585676,2.91253114887575,3.53204388652917,5.39186622458438,3.21123400501367,3.32243718068079,6.79397968957354,6.85087568900481,5.82556474012023,3.59176478732576,7.56228984940779,5.06812933784443,5.22085048264837,5.08353959172121,3.76246894910561,6.53522964084869,6.79132532355558,4.34536622854859,6.93607038607434,2.96757347718795,6.59073123850605,5.81218153107277,4.37295177623212,5.69314338526051,7.79803334326258,3.9463719035913,3.89977219378146,6.05966805061778,5.3153136382631,3.08038282665713,4.34340068310594,4.86817797515047,7.22643662478368,7.52761346741888,4.8271344578124,2.20374136972315,8.41729037953884,5.46222034373698,3.05429167053749,6.5302399051205,2.95706317165198,3.27398204310568,3.89397135553059,3.57473263775505,4.89853770393713,7.11895973121848,7.18082638632223,6.85288829483828,6.23299558017014,5.16765982564407,3.89873787948492,3.31250392858882,4.06556171997034,7.59608185948157,5.86901633625834,7.9612420330379,4.38551694573143,2.31497542975722,2.30306083280238,7.55480168503637,5.01206978365963,6.0096448873187,3.91561742979065,6.95683036468296,6.40558383725164,4.7757243848516,4.07669263971473,7.29580294331986,4.82505490146004,5.07283015054616,8.26050004513597,7.65715684025251,8.50824492099208,9.45870066719222,5.62381489904266,8.15624889674003,2.33753217470839,5.61232298530843,5.25066902482405,4.48941142345296,0
4.16503868953545,5.3757404125608,3.95741015997924,4.27300557319912,4.32382968216358,5.57778897220784,5.33193686858756,7.17712343887479,5.60851056630773,2.38166162915093,3.68053651297139,4.0918850561406,5.44838892202016,4.37078082574561,6.03956254346181,5.35661387964128,6.44520593663729,5.04836550997255,6.65121338457108,5.45647060060223,3.69792424833632,6.11040257801682,2.77481099953666,4.33346172201574,4.99998823247111,3.57010583279374,4.26632299619457,6.16545980010582,5.7681884129214,5.92594569619871,3.72285626243022,7.1898932868332,5.26717197872849,5.06518829742408,6.42082800956401,4.30843937204481,6.2320122656126,6.12183241575999,2.53780598909513,6.05920979839712,2.88132640363035,6.51048202263408,5.07879935086089,4.10102875248391,5.61383275990532,8.08864496486568,4.43115034394644,3.91991861040686,4.93996674088066,4.56182557580796,3.09501848053303,5.07133163652299,5.12031052893454,6.22121210021125,6.05845292222874,4.97630584931432,2.40092761874742,7.79405002252132,4.94141257257412,2.46292053711104,5.63709389327836,3.4487114307289,3.43522824981377,3.99566225508219,4.11129933693402,4.47321674213466,6.20635710621351,6.29328678980265,7.03286556317237,5.92979790549736,5.98458381024517,4.62689596234023,3.76309097649844,3.30355297735907,6.97541834841375,5.67776833031801,7.81810590754461,4.52175902375861,2.27763554299734,2.47925491408734,6.87386684262764,5.28486023506859,6.60957911781419,3.34333860306868,6.21156375901996,5.95315024478063,4.18047620692425,3.24058496545013,6.62392027261596,5.24514965733763,4.67875728200717,8.16868686748922,7.13324059151053,6.77098253414978,8.27148547875549,5.75793114258339,7.19980290479933,3.08463076816577,6.12243207142006,4.60143586856827,4.88621042705203,1
3.97709427510599,6.24310839748246,3.51714378078768,4.03745759676325,3.81267805699338,5.43102491419103,6.54656681316822,8.01997290992831,2.9407528433553,5.79550880875596,4.04649638477497,2.98639369291402,5.81359018867738,4.16834511326189,6.27209265326958,4.96280802792572,5.87271980484188,4.80147971718099,7.31651912107761,5.60241456824515,5.8111704218823,6.09626348032011,2.85853771474569,3.89669019984196,5.28147744255843,7.3503290047957,4.27143481990847,7.30897878191567,8.19595270136077,5.84634529495634,4.20746209838371,7.78584030066471,5.74117835506058,5.08948065477996,6.20851981988562,3.86351433542548,6.90824347242854,6.25794816324099,4.86361222368034,6.88409424007664,3.33596883139126,7.09951385339698,5.31475005210744,3.61233270153462,5.13899780541944,8.25005106160133,3.78507335071845,3.14028054972164,5.46924829630391,4.55834897145407,3.23707317725453,4.57517369832176,4.97175967867854,7.20713815231958,6.19933782468254,4.65719915213648,2.29782901255646,8.34634384808512,4.98591947008408,3.12181202858865,5.52260005748624,3.26583631376332,3.29664735109844,4.34107454559284,3.864968563358,5.04519510288698,6.18453457253078,6.89414879150452,7.48696041129942,6.06106011915193,5.30374016349101,4.26519898291564,3.37922496548416,3.56023680946859,7.32454394260817,5.72836797439176,8.1816704675478,4.77035715372866,2.33986646954616,2.47488807901901,6.36772767107582,5.05332504598224,5.49465534391743,3.17268975762457,6.59319312407178,4.67170593420805,4.81929179938375,3.2788152862626,6.24461666485402,4.6502146875915,5.25698081478401,8.34179668069621,7.02464655689057,7.51554720244391,9.50623120630087,6.35310296026114,8.06724951584249,2.61628826853445,6.22081220352082,4.40514103861288,4.38567979771548,0
5.52128897062036,5.90735859107712,3.39633798763927,3.91683215920172,4.46600155249763,5.82557701601076,5.78105596820312,7.5965453848992,4.55206490863235,3.09064101945547,3.35234732943823,3.77118984553393,6.29170189173492,4.06773508806726,5.60323267272255,5.01598434946284,5.66701416783685,4.78703145205321,7.07327621198611,5.69266392589567,3.41836292341284,5.77601532351117,2.7817305063614,3.7128103655971,5.45887633268062,3.11964071159345,3.29845301836838,6.59816505283906,5.9410065415593,5.91619786747655,3.90027376813461,7.6117195233236,5.19063198183124,5.05218725186467,6.06090598415523,3.93324392082649,6.25307624000239,6.8345964893908,2.47108703856942,7.19899728794893,2.69674416349659,6.95685538067799,5.5216348525552,4.97501375979277,5.60842281361753,8.85226119021111,3.4360781071523,5.32735924223025,5.68790214216876,5.31075628014389,3.24516081080675,4.9631162787001,4.49777389978371,6.44725593837238,7.73933472606424,4.78642786981,2.1450904487437,8.47344025257733,4.97408016534214,2.41867812499588,6.09032168712681,3.09235166172795,3.93784141415138,3.6839813760816,4.27263885963159,4.3397005955973,7.16130160794055,6.9295539953996,6.90944165171279,5.89704311219319,6.35357915915999,4.12865892569918,3.3079402634649,3.6945891427941,7.17707242952436,6.00054432440982,8.19306184183289,4.21838248712132,2.54718105551079,2.13891444207241,7.18534441364532,4.92357646784234,6.02863874127347,4.95598693637783,6.35797215569643,5.91970150850573,4.16462703411944,3.16232078744236,6.56454216091616,4.89763138454212,4.6621635475152,8.31161676407867,7.36704349575304,7.06308984377586,3.81347085951828,6.20617184332751,7.14673335160634,2.46579670226717,5.49066501305506,4.88182844793219,4.61938808645535,1
5.11705766258122,5.65869025928013,3.3161588027788,3.82419640988991,4.77691808634878,5.68407150015152,5.56253618292259,7.37663280971772,3.930949454878,2.995984285002,3.76961424837707,3.32671807808744,6.01405223100254,5.3210552014863,5.62351058336879,4.79759679971273,4.70529485353649,4.68797375881768,7.25148282163638,5.62232665665686,3.28138939433456,5.68619658093044,2.88021975888322,4.02543501799537,4.95803079868255,3.62998526081832,3.48765186294688,6.8192318440367,5.26465949590433,5.97653710168185,4.0401879875499,7.46337975654129,5.40175480091385,4.70482232093977,5.62750375611932,3.82458706853008,5.98926721906359,6.8758845570638,2.4239251562454,7.90596408013654,2.72791001558736,6.60579194595828,5.79300474073695,5.26060748110875,5.84744308811998,8.58772700958795,3.71222891875638,5.09066905204805,5.86192980767729,4.60086167070368,3.24757298847114,4.533705490553,4.24739106851044,6.86228033963415,8.89614399055196,5.10932623640752,2.38207373570968,8.8741898988474,4.59408012680038,2.35580182245436,5.3978308155946,3.24198589645791,3.41557806435043,3.98663316297215,3.80540024432175,4.55905698118829,7.31791216275947,6.93646445793366,6.8663757547995,5.62998483259168,6.44397038263884,4.11302290991871,3.26052309963469,3.64314884204817,7.16435626759592,5.84654195735166,8.22920108905237,4.33745948180152,2.05832180513136,2.26316784622664,7.49088654951092,4.9582989880785,6.00386855969795,4.29507586294812,6.38233195597997,5.95163690234284,4.1555539495992,3.41501514351328,6.57874656760133,4.86124295199137,4.77206373173019,8.44213349108974,6.9277410563816,7.34494115882778,4.33695206398437,6.37604752661412,7.024567772644,2.93088151407343,5.42749414989177,4.91000483736927,4.78247963101844,0
5.14881143181218,5.10828245929473,4.56585157194818,3.62066867406626,4.46956408111224,6.07468307463763,5.75536036506716,7.63788579213241,3.79251774480615,3.51831860730588,3.92094043962199,3.83332948795603,5.80809027319818,4.0291315238856,5.6259782074627,4.99368053293717,5.84796287734568,4.71543087725857,7.40470183904598,6.08512739821897,3.94038811481815,6.83864220096955,2.76915156107072,3.70740692355323,5.28265340142149,3.5084686938244,4.1300025012597,6.43622703360544,5.99452554520394,5.91825632905156,3.66887712883068,7.39404473375187,5.06587124239632,5.33072116698955,6.1409169832659,3.86756082633143,6.16989184928151,6.42402747758362,2.67172630198693,7.26517820361423,2.52580929655946,7.34007089013902,5.88279070042237,4.95100912584811,5.51963057418791,8.71534740649529,4.01987213813571,5.88701420928856,5.86972685216285,5.24361562481918,3.06616676482465,5.39900633727582,4.2984364968343,6.67297659474312,8.06251766879729,5.15529531648358,2.3738822453779,8.34235684118682,4.90830615453555,2.5572538481058,5.77125931879798,3.16068173135091,4.04145016156015,3.86377448500378,3.73655339911203,4.75060545343224,7.4098751199201,7.00013002559101,7.38608681078705,5.65280339903424,6.44799647729161,4.4708545355337,3.22862267856881,3.74256173082865,7.53230893470025,5.81091977435883,8.42901094724765,4.08628855642285,2.32128351945359,1.90503585742785,7.61783908227344,4.88111474084902,5.9371915006565,4.88174357238038,6.73249970531971,5.91798765189514,4.37037451595499,3.47224777835188,6.95799535318436,5.09835797614024,4.28236314654468,8.62192323314924,8.00667130829868,7.19185129539418,5.55331410050086,6.5745110928826,7.52918776438009,2.47646512987378,5.49830343516689,5.40268899629728,4.70989791757271,1
4.09133431992765,6.37404804189399,3.47871550619869,3.86831719133169,4.13643342306363,6.00863345958583,6.15260511135873,7.39154196772422,2.91983024234571,4.47589343302156,3.60180817510807,3.32020846972826,5.76807161362258,3.678227277866,5.43299586798651,4.91945340237795,4.30623107201816,4.64389863461657,7.51089851453551,4.93133942316278,4.30235622673831,6.51164422942702,2.83808132569381,3.97316726232397,5.24822288376194,5.21828668543746,3.72256478555789,6.50718185528552,6.70342564734584,5.77309967494993,3.9553233109482,7.31192416500196,5.02033710455679,4.14669705863946,5.92064364900287,4.18403950743159,6.44777875576044,5.7094954250533,4.02110941817646,6.93872622759376,2.96236006824973,6.81272894635059,5.8987547762893,3.50974179330297,5.19419708807661,8.01760567901752,3.99155290899255,3.64579947114209,6.13711704118158,4.49777389978371,2.89206186803041,4.28873766622001,5.02603622593417,6.79295732868731,6.06945914023652,4.85247351569321,2.22093972685934,8.8319645421287,4.9557929196802,3.19474325544802,6.3092302116109,3.24728333887283,3.68795327816559,3.9112995153156,4.09577018279888,4.82114264663,6.68898801438929,6.83123118523225,7.65782222954303,5.78622231688961,5.07082761276868,4.3377797650842,3.13812593544536,4.66908958639732,7.13324619674749,5.8465597627295,8.28162421408655,4.76390197022209,2.39120182778185,2.14785277068521,7.13068383249116,4.90250989603121,6.27265677628325,3.5975702959247,7.02160017464445,5.64079645414043,4.69606013146177,5.84674922551506,7.17761686145722,4.58806533404817,4.86328474879423,8.6362034220921,7.20390713820533,8.14849148937053,8.85465323683295,6.29743691359107,8.48121415181666,2.52877091526326,5.9040997112791,5.28042451424765,4.26073811110735,0
